ds,yhat,yhat_lower,yhat_upper
2005-01-03,-2.4567028180653514,-7.8687762267576495,2.6416705750300493
2005-01-04,-2.4230198914717764,-7.716450818093538,2.7690995021529967
2005-01-05,-2.474331451069289,-7.59297488062488,2.5441746119532764
2005-01-06,-2.647893138043922,-8.04663304044464,2.6616637836716683
2005-01-07,-2.986596443675988,-8.27067568020646,2.043111029260164
2005-01-08,-3.2920944538872865,-8.434179428466043,1.9028011766662158
2005-01-09,-3.5213166635301096,-8.846927238112388,1.7742309557155587
2005-01-10,-3.7065614042362967,-8.725497756385202,1.0026720520736727
2005-01-11,-3.7013291251934772,-8.73242501506089,1.5119720200077744
2005-01-12,-3.765993007643467,-9.110719877881227,1.3046804640582514
2005-01-13,-3.93726207845567,-8.956964631030873,1.256656839905032
2005-01-14,-4.257830513305501,-9.584640767069281,0.7871439072698648
2005-01-15,-4.529505128857039,-9.41580450452299,1.0825185160067627
2005-01-16,-4.709713148426687,-9.839206468486044,0.7776327377658394
2005-01-17,-4.831579009831621,-10.121608524429663,0.3981193853144109
2005-01-18,-4.7497339064230975,-9.96395044134544,-0.009307871527508848
2005-01-19,-4.725955207809806,-9.873882878819982,0.5077181692961228
2005-01-20,-4.798591786882065,-9.595365571420121,0.5191343477855555
2005-01-21,-5.012169976617887,-10.51753771122505,0.12312215981644989
2005-01-22,-5.170473332144816,-10.486665219566401,0.04999611454259413
2005-01-23,-5.232999569330681,-10.62524735073529,-0.3240175670504939
2005-01-24,-5.2349848107105545,-10.350753068223355,-0.02200052716465605
2005-01-25,-5.03316022978843,-10.146008162727297,0.317048157082121
2005-01-26,-4.891339639856745,-10.10375575385723,-0.21104181724622734
2005-01-27,-4.849795415001004,-9.995466286126687,0.10926852240302494
2005-01-28,-4.9548187522278,-10.310912993286424,0.09062831006861559
2005-01-29,-5.011758625270557,-10.606946291819805,0.4183075344545672
2005-01-30,-4.981443834458724,-9.971733395328327,0.5253505348652711
2005-01-31,-4.900179147072403,-10.001477746904847,0.28158213517496317
2005-02-01,-4.625481290599263,-9.658262236784296,0.6021298539954699
2005-02-02,-4.421653806940878,-10.219320712384759,0.4647051691297282
2005-02-03,-4.329158396283355,-9.475543912656164,0.6626560097808185
2005-02-04,-4.3941787745798235,-9.748304741614543,1.0011847746938523
2005-02-05,-4.421671185391838,-9.743552510010927,0.7002861469065425
2005-02-06,-4.371805543234702,-9.210828432683902,1.2945832150339476
2005-02-07,-4.279987571706185,-9.481765845154978,0.9075182545042549
2005-02-08,-4.002626882850073,-9.433929812750586,1.0236541663690484
2005-02-09,-3.8027490292402675,-9.083002935555996,1.7992807483942772
2005-02-10,-3.7194080488753265,-8.751087246492533,1.4331483906684872
2005-02-11,-3.7972943182812013,-8.966692551529128,1.4409123259746077
2005-02-12,-3.839830580802447,-9.239456559280079,1.2349970723071262
2005-02-13,-3.8056588246146,-9.076636112804437,1.2925286351012693
2005-02-14,-3.728707079224339,-8.985269169996435,1.6918478366906389
2005-02-15,-3.4639998269901673,-8.889302982043036,1.6561534319404754
2005-02-16,-3.2733088908131807,-8.487985239716947,1.9265028561051765
2005-02-17,-3.194600259834613,-8.621114439547426,1.9683189328604696
2005-02-18,-3.2716707515288226,-8.224010271949735,1.951379347539976
2005-02-19,-3.3072666262671175,-8.6581479710983,2.0579017804567488
2005-02-20,-3.2595862641355717,-8.16545720899301,2.0869056649703763
2005-02-21,-3.1623556087502527,-7.780386301857303,2.459129667661377
2005-02-22,-2.870639920035317,-8.108812700695498,1.9638420678844837
2005-02-23,-2.6464887547154126,-7.415820114472769,2.7224688444765763
2005-02-24,-2.528369902713232,-7.611350729825042,2.467031691548988
